id,name,type1,type2,moves,weight,height,hp,attack,defense,sp_atk,sp_def,speed
26,raichu,electric,,"{'reflect', 'charge', 'safeguard', 'thunder', 'grass-knot', 'detect', 'reversal', 'fling', 'rising-voltage', 'double-team', 'confide', 'captivate', 'protect', 'mimic', 'frustration', 'echoed-voice', 'signal-beam', 'growl', 'toxic', 'submission', 'discharge', 'thunder-shock', 'tera-blast', 'thunder-wave', 'rain-dance', 'sleep-talk', 'laser-focus', 'knock-off', 'swift', 'thunder-punch', 'attract', 'hyper-beam', 'draining-kiss', 'brick-break', 'rage', 'headbutt', 'mega-kick', 'mega-punch', 'rest', 'electric-terrain', 'flash', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'rollout', 'trailblaze', 'quick-attack', 'nasty-plot', 'play-rough', 'nuzzle', 'pay-day', 'curse', 'fake-out', 'double-edge', 'covet', 'slam', 'thief', 'wild-charge', 'secret-power', 'dynamic-punch', 'facade', 'magnet-rise', 'hidden-power', 'tail-whip', 'surf', 'calm-mind', 'return', 'electroweb', 'feint', 'iron-tail', 'disarming-voice', 'seismic-toss', 'rock-smash', 'snore', 'defense-curl', 'brutal-swing', 'bide', 'charm', 'play-nice', 'volt-switch', 'speed-swap', 'mud-slap', 'dig', 'substitute', 'electro-ball', 'eerie-impulse', 'round', 'focus-blast', 'encore', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'spark', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'body-slam', 'take-down', 'zap-cannon', 'shock-wave', 'sweet-kiss', 'agility', 'charge-beam'}",300,8,60,90,55,90,80,110
27,sandshrew,ground,,"{'sandstorm', 'sunny-day', 'safeguard', 'stealth-rock', 'rock-slide', 'detect', 'fling', 'scratch', 'night-slash', 'double-team', 'confide', 'leech-life', 'gyro-ball', 'captivate', 'low-kick', 'protect', 'mimic', 'aerial-ace', 'fury-swipes', 'chip-away', 'x-scissor', 'stone-edge', 'shadow-claw', 'scorching-sands', 'amnesia', 'frustration', 'smack-down', 'flail', 'fury-cutter', 'stomping-tantrum', 'toxic', 'submission', 'earthquake', 'earth-power', 'rapid-spin', 'crush-claw', 'high-horsepower', 'tera-blast', 'swords-dance', 'sleep-talk', 'knock-off', 'swift', 'mud-shot', 'rototiller', 'rock-tomb', 'attract', 'brick-break', 'spikes', 'rage', 'headbutt', 'rest', 'counter', 'focus-punch', 'swagger', 'rollout', 'throat-chop', 'curse', 'double-edge', 'magnitude', 'covet', 'thief', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'return', 'super-fang', 'cut', 'iron-tail', 'fissure', 'seismic-toss', 'rock-smash', 'snore', 'defense-curl', 'poison-sting', 'sand-attack', 'steel-roller', 'bide', 'poison-jab', 'mud-slap', 'false-swipe', 'dig', 'substitute', 'round', 'sand-tomb', 'rock-climb', 'skull-bash', 'metal-claw', 'endure', 'strength', 'natural-gift', 'hone-claws', 'body-slam', 'take-down', 'agility', 'slash'}",120,6,50,75,85,20,30,40
28,sandslash,ground,,"{'sandstorm', 'sunny-day', 'safeguard', 'stealth-rock', 'rock-slide', 'detect', 'fling', 'scratch', 'night-slash', 'double-team', 'confide', 'leech-life', 'gyro-ball', 'captivate', 'low-kick', 'protect', 'mimic', 'aerial-ace', 'fury-swipes', 'x-scissor', 'stone-edge', 'shadow-claw', 'scorching-sands', 'amnesia', 'frustration', 'smack-down', 'flail', 'fury-cutter', 'stomping-tantrum', 'toxic', 'submission', 'earthquake', 'earth-power', 'rapid-spin', 'crush-claw', 'high-horsepower', 'tera-blast', 'swords-dance', 'sleep-talk', 'knock-off', 'pin-missile', 'swift', 'mud-shot', 'rock-tomb', 'attract', 'hyper-beam', 'brick-break', 'spikes', 'rage', 'headbutt', 'rest', 'counter', 'focus-punch', 'swagger', 'rollout', 'throat-chop', 'curse', 'double-edge', 'magnitude', 'covet', 'thief', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'return', 'super-fang', 'cut', 'iron-tail', 'fissure', 'seismic-toss', 'rock-smash', 'snore', 'defense-curl', 'poison-sting', 'sand-attack', 'gunk-shot', 'steel-roller', 'bide', 'poison-jab', 'mud-slap', 'false-swipe', 'dig', 'substitute', 'round', 'sand-tomb', 'focus-blast', 'rock-climb', 'skull-bash', 'metal-claw', 'endure', 'drill-run', 'strength', 'natural-gift', 'giga-impact', 'hone-claws', 'body-slam', 'take-down', 'agility', 'slash'}",295,10,75,100,110,45,55,65
29,nidoran-f,poison,,"{'reflect', 'sunny-day', 'thunder', 'detect', 'blizzard', 'poison-fang', 'scratch', 'double-team', 'confide', 'captivate', 'protect', 'mimic', 'aerial-ace', 'flatter', 'fury-swipes', 'chip-away', 'shadow-claw', 'frustration', 'bite', 'echoed-voice', 'growl', 'toxic', 'water-pulse', 'crunch', 'earth-power', 'supersonic', 'pursuit', 'rain-dance', 'sleep-talk', 'attract', 'toxic-spikes', 'rage', 'headbutt', 'disable', 'rest', 'counter', 'swagger', 'thunderbolt', 'curse', 'double-edge', 'poison-tail', 'thief', 'secret-power', 'facade', 'hidden-power', 'tail-whip', 'return', 'super-fang', 'cut', 'iron-tail', 'rock-smash', 'snore', 'defense-curl', 'venoshock', 'poison-sting', 'focus-energy', 'bide', 'tackle', 'charm', 'beat-up', 'poison-jab', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'sludge-bomb', 'round', 'double-kick', 'skull-bash', 'helping-hand', 'endure', 'venom-drench', 'strength', 'natural-gift', 'hone-claws', 'body-slam', 'take-down', 'shock-wave'}",70,4,55,47,52,40,40,41
30,nidorina,poison,,"{'reflect', 'sunny-day', 'thunder', 'detect', 'blizzard', 'poison-fang', 'scratch', 'double-team', 'confide', 'captivate', 'protect', 'mimic', 'aerial-ace', 'flatter', 'fury-swipes', 'shadow-claw', 'frustration', 'bite', 'horn-drill', 'echoed-voice', 'growl', 'stomping-tantrum', 'toxic', 'water-pulse', 'crunch', 'earth-power', 'water-gun', 'rain-dance', 'sleep-talk', 'attract', 'toxic-spikes', 'rage', 'headbutt', 'rest', 'counter', 'swagger', 'thunderbolt', 'curse', 'bubble-beam', 'double-edge', 'thief', 'secret-power', 'facade', 'hidden-power', 'tail-whip', 'return', 'super-fang', 'cut', 'iron-tail', 'rock-smash', 'snore', 'defense-curl', 'venoshock', 'poison-sting', 'focus-energy', 'bide', 'tackle', 'charm', 'beat-up', 'poison-jab', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'sludge-bomb', 'round', 'double-kick', 'skull-bash', 'helping-hand', 'endure', 'venom-drench', 'strength', 'natural-gift', 'hone-claws', 'body-slam', 'take-down', 'shock-wave'}",200,8,70,62,67,55,55,56
31,nidoqueen,poison,ground,"{'reflect', 'sandstorm', 'sunny-day', 'torment', 'thunder', 'stealth-rock', 'flamethrower', 'rock-slide', 'detect', 'blizzard', 'fire-blast', 'fling', 'scratch', 'dragon-tail', 'double-team', 'confide', 'hex', 'outrage', 'captivate', 'protect', 'mimic', 'aqua-tail', 'aerial-ace', 'flatter', 'fury-swipes', 'chip-away', 'sludge-wave', 'body-press', 'stone-edge', 'shadow-claw', 'scorching-sands', 'frustration', 'bite', 'smack-down', 'taunt', 'whirlpool', 'horn-drill', 'echoed-voice', 'fury-cutter', 'growl', 'stomping-tantrum', 'toxic', 'water-pulse', 'submission', 'earthquake', 'crunch', 'earth-power', 'supersonic', 'high-horsepower', 'water-gun', 'rock-blast', 'rain-dance', 'sleep-talk', 'mud-shot', 'superpower', 'rock-tomb', 'roar', 'thunder-punch', 'attract', 'hyper-beam', 'toxic-spikes', 'brick-break', 'rage', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'rest', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'throat-chop', 'pay-day', 'curse', 'bubble-beam', 'double-edge', 'thief', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'tail-whip', 'surf', 'return', 'super-fang', 'ice-punch', 'cut', 'iron-tail', 'fissure', 'seismic-toss', 'rock-smash', 'snore', 'defense-curl', 'venoshock', 'poison-sting', 'focus-energy', 'bide', 'tackle', 'dragon-pulse', 'charm', 'beat-up', 'poison-jab', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'sludge-bomb', 'round', 'icy-wind', 'sand-tomb', 'focus-blast', 'rock-climb', 'double-kick', 'power-up-punch', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'quash', 'drill-run', 'venom-drench', 'strength', 'natural-gift', 'giga-impact', 'avalanche', 'hone-claws', 'body-slam', 'take-down', 'shadow-ball', 'shock-wave'}",600,13,90,92,87,75,85,76
32,nidoran-m,poison,,"{'reflect', 'sunny-day', 'thunder', 'detect', 'blizzard', 'double-team', 'confide', 'captivate', 'protect', 'mimic', 'flatter', 'chip-away', 'horn-attack', 'shadow-claw', 'amnesia', 'frustration', 'peck', 'horn-drill', 'echoed-voice', 'toxic', 'water-pulse', 'earth-power', 'smart-strike', 'supersonic', 'rain-dance', 'sleep-talk', 'confusion', 'attract', 'toxic-spikes', 'head-smash', 'rage', 'headbutt', 'disable', 'rest', 'counter', 'swagger', 'thunderbolt', 'thrash', 'curse', 'double-edge', 'poison-tail', 'thief', 'secret-power', 'facade', 'hidden-power', 'return', 'super-fang', 'cut', 'iron-tail', 'sucker-punch', 'rock-smash', 'snore', 'defense-curl', 'venoshock', 'poison-sting', 'focus-energy', 'bide', 'tackle', 'beat-up', 'poison-jab', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'sludge-bomb', 'round', 'double-kick', 'skull-bash', 'helping-hand', 'endure', 'drill-run', 'venom-drench', 'strength', 'natural-gift', 'hone-claws', 'body-slam', 'take-down', 'shock-wave', 'leer', 'fury-attack'}",90,5,46,57,40,40,40,50
33,nidorino,poison,,"{'snore', 'peck', 'horn-drill', 'reflect', 'rest', 'frustration', 'sunny-day', 'defense-curl', 'echoed-voice', 'counter', 'toxic', 'water-pulse', 'venoshock', 'stomping-tantrum', 'swagger', 'poison-sting', 'thunderbolt', 'thunder', 'focus-energy', 'bide', 'earth-power', 'tackle', 'detect', 'beat-up', 'poison-jab', 'smart-strike', 'blizzard', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'sludge-bomb', 'curse', 'round', 'water-gun', 'double-team', 'bubble-beam', 'rain-dance', 'sleep-talk', 'double-edge', 'double-kick', 'confide', 'thief', 'captivate', 'skull-bash', 'helping-hand', 'secret-power', 'endure', 'protect', 'mimic', 'drill-run', 'facade', 'venom-drench', 'strength', 'hidden-power', 'natural-gift', 'flatter', 'attract', 'hone-claws', 'body-slam', 'take-down', 'toxic-spikes', 'return', 'shock-wave', 'super-fang', 'horn-attack', 'cut', 'shadow-claw', 'iron-tail', 'amnesia', 'rage', 'headbutt', 'leer', 'fury-attack', 'sucker-punch', 'rock-smash'}",195,9,61,72,57,55,55,65
34,nidoking,poison,ground,"{'reflect', 'sandstorm', 'sunny-day', 'torment', 'thunder', 'stealth-rock', 'flamethrower', 'rock-slide', 'detect', 'blizzard', 'fire-blast', 'fling', 'dragon-tail', 'double-team', 'confide', 'hex', 'outrage', 'captivate', 'protect', 'mimic', 'aqua-tail', 'flatter', 'chip-away', 'sludge-wave', 'horn-attack', 'stone-edge', 'shadow-claw', 'body-press', 'scorching-sands', 'amnesia', 'frustration', 'smack-down', 'taunt', 'whirlpool', 'peck', 'horn-drill', 'echoed-voice', 'fury-cutter', 'stomping-tantrum', 'toxic', 'water-pulse', 'submission', 'earthquake', 'earth-power', 'smart-strike', 'supersonic', 'high-horsepower', 'water-gun', 'rock-blast', 'rain-dance', 'sleep-talk', 'mud-shot', 'superpower', 'rock-tomb', 'roar', 'thunder-punch', 'attract', 'hyper-beam', 'toxic-spikes', 'brick-break', 'rage', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'rest', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'throat-chop', 'thrash', 'pay-day', 'curse', 'bubble-beam', 'double-edge', 'thief', 'secret-power', 'dynamic-punch', 'facade', 'bulldoze', 'hidden-power', 'surf', 'return', 'super-fang', 'ice-punch', 'cut', 'iron-tail', 'sucker-punch', 'fissure', 'seismic-toss', 'rock-smash', 'snore', 'defense-curl', 'venoshock', 'poison-sting', 'focus-energy', 'bide', 'tackle', 'dragon-pulse', 'beat-up', 'megahorn', 'poison-jab', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'sludge-bomb', 'round', 'icy-wind', 'sand-tomb', 'focus-blast', 'rock-climb', 'double-kick', 'power-up-punch', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'quash', 'drill-run', 'venom-drench', 'strength', 'natural-gift', 'giga-impact', 'avalanche', 'hone-claws', 'body-slam', 'take-down', 'shadow-ball', 'shock-wave', 'leer', 'fury-attack'}",620,14,81,102,77,85,75,85
35,clefairy,fairy,,"{'spotlight', 'reflect', 'sunny-day', 'ally-switch', 'minimize', 'safeguard', 'heal-bell', 'thunder', 'stealth-rock', 'soft-boiled', 'dazzling-gleam', 'moonblast', 'flamethrower', 'grass-knot', 'healing-wish', 'detect', 'blizzard', 'fire-blast', 'metronome', 'fling', 'telekinesis', 'double-team', 'psyshock', 'confide', 'psybeam', 'captivate', 'protect', 'mimic', 'wonder-room', 'pound', 'lucky-chant', 'copycat', 'misty-terrain', 'psychic', 'mystical-fire', 'amnesia', 'frustration', 'magical-leaf', 'echoed-voice', 'wake-up-slap', 'signal-beam', 'growl', 'toxic', 'water-pulse', 'submission', 'fake-tears', 'double-slap', 'stored-power', 'retaliate', 'gravity', 'moonlight', 'drain-punch', 'tera-blast', 'water-gun', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'knock-off', 'swift', 'chilling-water', 'present', 'hyper-voice', 'solar-beam', 'thunder-punch', 'attract', 'bounce', 'draining-kiss', 'brick-break', 'heal-pulse', 'rage', 'headbutt', 'mega-kick', 'trick', 'mega-punch', 'fire-punch', 'role-play', 'life-dew', 'rest', 'magic-coat', 'bestow', 'meteor-mash', 'flash', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'rollout', 'splash', 'play-rough', 'curse', 'teleport', 'meteor-beam', 'recycle', 'bubble-beam', 'double-edge', 'covet', 'thief', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'follow-me', 'psywave', 'cosmic-power', 'night-shade', 'calm-mind', 'return', 'ice-punch', 'iron-tail', 'disarming-voice', 'seismic-toss', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'snatch', 'defense-curl', 'endeavor', 'imprison', 'sing', 'misty-explosion', 'bide', 'tri-attack', 'charm', 'after-you', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'encore', 'last-resort', 'wish', 'power-up-punch', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'baton-pass', 'tickle', 'strength', 'natural-gift', 'light-screen', 'skill-swap', 'dual-wingbeat', 'body-slam', 'take-down', 'shadow-ball', 'zap-cannon', 'shock-wave', 'sweet-kiss', 'charge-beam', 'nightmare'}",75,6,70,45,48,60,65,35
36,clefable,fairy,,"{'spotlight', 'reflect', 'sunny-day', 'ally-switch', 'minimize', 'safeguard', 'heal-bell', 'thunder', 'stealth-rock', 'soft-boiled', 'dazzling-gleam', 'moonblast', 'flamethrower', 'grass-knot', 'healing-wish', 'detect', 'blizzard', 'fire-blast', 'metronome', 'fling', 'telekinesis', 'double-team', 'psyshock', 'confide', 'psybeam', 'captivate', 'protect', 'mimic', 'wonder-room', 'pound', 'copycat', 'misty-terrain', 'psychic', 'mystical-fire', 'amnesia', 'frustration', 'magical-leaf', 'echoed-voice', 'signal-beam', 'growl', 'toxic', 'water-pulse', 'submission', 'fake-tears', 'double-slap', 'stored-power', 'retaliate', 'gravity', 'moonlight', 'drain-punch', 'tera-blast', 'water-gun', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'knock-off', 'swift', 'chilling-water', 'present', 'hyper-voice', 'solar-beam', 'thunder-punch', 'attract', 'bounce', 'hyper-beam', 'draining-kiss', 'brick-break', 'heal-pulse', 'rage', 'headbutt', 'mega-kick', 'trick', 'mega-punch', 'fire-punch', 'role-play', 'life-dew', 'rest', 'magic-coat', 'meteor-mash', 'flash', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'rollout', 'splash', 'play-rough', 'curse', 'teleport', 'meteor-beam', 'recycle', 'bubble-beam', 'double-edge', 'covet', 'thief', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'follow-me', 'psywave', 'cosmic-power', 'night-shade', 'calm-mind', 'return', 'ice-punch', 'iron-tail', 'disarming-voice', 'seismic-toss', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'snatch', 'defense-curl', 'endeavor', 'imprison', 'sing', 'misty-explosion', 'bide', 'tri-attack', 'charm', 'after-you', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'focus-blast', 'encore', 'last-resort', 'wish', 'power-up-punch', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'baton-pass', 'tickle', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'skill-swap', 'dual-wingbeat', 'body-slam', 'take-down', 'shadow-ball', 'zap-cannon', 'shock-wave', 'sweet-kiss', 'charge-beam', 'nightmare'}",400,13,95,70,73,95,90,60
37,vulpix,fire,,"{'overheat', 'reflect', 'sunny-day', 'safeguard', 'flamethrower', 'healing-wish', 'fire-blast', 'double-team', 'confide', 'hex', 'captivate', 'burning-jealousy', 'protect', 'mimic', 'extrasensory', 'inferno', 'payback', 'mystical-fire', 'frustration', 'heat-wave', 'flail', 'howl', 'toxic', 'baby-doll-eyes', 'foul-play', 'ominous-wind', 'tera-blast', 'sleep-talk', 'zen-headbutt', 'swift', 'flame-burst', 'roar', 'attract', 'flare-blitz', 'feint-attack', 'rage', 'headbutt', 'dark-pulse', 'weather-ball', 'disable', 'role-play', 'rest', 'swagger', 'power-swap', 'flame-charge', 'incinerate', 'quick-attack', 'nasty-plot', 'grudge', 'curse', 'double-edge', 'covet', 'confuse-ray', 'secret-power', 'memento', 'facade', 'ember', 'hidden-power', 'tail-whip', 'tail-slap', 'return', 'energy-ball', 'iron-tail', 'snore', 'psych-up', 'snarl', 'fire-spin', 'imprison', 'spite', 'bide', 'tackle', 'charm', 'will-o-wisp', 'dig', 'substitute', 'round', 'encore', 'skull-bash', 'helping-hand', 'endure', 'baton-pass', 'natural-gift', 'take-down', 'body-slam', 'pain-split', 'agility', 'hypnosis'}",99,6,38,41,40,50,65,65
38,ninetales,fire,,"{'overheat', 'reflect', 'sunny-day', 'safeguard', 'flamethrower', 'healing-wish', 'fire-blast', 'double-team', 'psyshock', 'confide', 'hex', 'captivate', 'burning-jealousy', 'protect', 'mimic', 'extrasensory', 'inferno', 'payback', 'scorching-sands', 'mystical-fire', 'frustration', 'heat-wave', 'flail', 'howl', 'toxic', 'baby-doll-eyes', 'fake-tears', 'foul-play', 'stored-power', 'ominous-wind', 'tera-blast', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'swift', 'roar', 'solar-beam', 'attract', 'flare-blitz', 'hyper-beam', 'rage', 'headbutt', 'dark-pulse', 'weather-ball', 'disable', 'role-play', 'rest', 'swagger', 'power-swap', 'flame-charge', 'incinerate', 'quick-attack', 'nasty-plot', 'grudge', 'curse', 'double-edge', 'covet', 'confuse-ray', 'secret-power', 'memento', 'facade', 'ember', 'hidden-power', 'tail-whip', 'tail-slap', 'night-shade', 'calm-mind', 'return', 'energy-ball', 'iron-tail', 'dream-eater', 'snore', 'psych-up', 'snarl', 'fire-spin', 'imprison', 'spite', 'bide', 'tackle', 'charm', 'will-o-wisp', 'dig', 'substitute', 'round', 'encore', 'skull-bash', 'helping-hand', 'endure', 'baton-pass', 'natural-gift', 'giga-impact', 'take-down', 'body-slam', 'pain-split', 'shadow-ball', 'agility', 'hypnosis'}",199,11,73,76,75,81,100,100
39,jigglypuff,normal,fairy,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'safeguard', 'heal-bell', 'thunder', 'stealth-rock', 'dazzling-gleam', 'flamethrower', 'grass-knot', 'detect', 'blizzard', 'fire-blast', 'metronome', 'fling', 'telekinesis', 'double-team', 'psyshock', 'confide', 'gyro-ball', 'captivate', 'stockpile', 'protect', 'mimic', 'pound', 'copycat', 'misty-terrain', 'body-press', 'psychic', 'amnesia', 'frustration', 'magical-leaf', 'taunt', 'echoed-voice', 'wake-up-slap', 'toxic', 'water-pulse', 'submission', 'fake-tears', 'double-slap', 'stored-power', 'retaliate', 'gravity', 'drain-punch', 'tera-blast', 'water-gun', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'knock-off', 'swift', 'chilling-water', 'hyper-voice', 'solar-beam', 'thunder-punch', 'attract', 'bounce', 'draining-kiss', 'brick-break', 'rage', 'headbutt', 'mega-kick', 'dark-pulse', 'mega-punch', 'fire-punch', 'disable', 'role-play', 'rest', 'magic-coat', 'flash', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'rollout', 'trailblaze', 'nasty-plot', 'play-rough', 'curse', 'teleport', 'recycle', 'bubble-beam', 'double-edge', 'covet', 'thief', 'wild-charge', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'psywave', 'calm-mind', 'return', 'energy-ball', 'ice-punch', 'disarming-voice', 'seismic-toss', 'dream-eater', 'snore', 'psych-up', 'snatch', 'defense-curl', 'spit-up', 'endeavor', 'sing', 'misty-explosion', 'steel-roller', 'bide', 'tri-attack', 'charm', 'ice-spinner', 'play-nice', 'mud-slap', 'self-destruct', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'screech', 'encore', 'last-resort', 'power-up-punch', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'baton-pass', 'strength', 'natural-gift', 'light-screen', 'skill-swap', 'body-slam', 'take-down', 'pain-split', 'zap-cannon', 'shadow-ball', 'sweet-kiss', 'swallow', 'shock-wave', 'charge-beam', 'nightmare'}",55,5,115,45,20,45,25,20
40,wigglytuff,normal,fairy,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'minimize', 'safeguard', 'heal-bell', 'thunder', 'stealth-rock', 'dazzling-gleam', 'flamethrower', 'grass-knot', 'detect', 'blizzard', 'fire-blast', 'metronome', 'fling', 'telekinesis', 'double-team', 'psyshock', 'confide', 'gyro-ball', 'captivate', 'stockpile', 'protect', 'mimic', 'pound', 'copycat', 'misty-terrain', 'body-press', 'psychic', 'amnesia', 'frustration', 'magical-leaf', 'taunt', 'echoed-voice', 'toxic', 'water-pulse', 'submission', 'fake-tears', 'double-slap', 'stored-power', 'retaliate', 'gravity', 'drain-punch', 'tera-blast', 'water-gun', 'thunder-wave', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'knock-off', 'swift', 'chilling-water', 'hyper-voice', 'solar-beam', 'thunder-punch', 'attract', 'bounce', 'hyper-beam', 'draining-kiss', 'brick-break', 'rage', 'headbutt', 'mega-kick', 'dark-pulse', 'mega-punch', 'fire-punch', 'disable', 'role-play', 'rest', 'magic-coat', 'flash', 'counter', 'focus-punch', 'swagger', 'thunderbolt', 'incinerate', 'rollout', 'trailblaze', 'nasty-plot', 'play-rough', 'curse', 'teleport', 'recycle', 'bubble-beam', 'double-edge', 'covet', 'thief', 'wild-charge', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'psywave', 'calm-mind', 'return', 'energy-ball', 'ice-punch', 'magic-room', 'disarming-voice', 'seismic-toss', 'dream-eater', 'snore', 'psych-up', 'snatch', 'defense-curl', 'spit-up', 'endeavor', 'sing', 'misty-explosion', 'steel-roller', 'bide', 'tri-attack', 'charm', 'ice-spinner', 'mud-slap', 'self-destruct', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'focus-blast', 'screech', 'encore', 'last-resort', 'power-up-punch', 'skull-bash', 'uproar', 'helping-hand', 'endure', 'baton-pass', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'skill-swap', 'body-slam', 'take-down', 'pain-split', 'zap-cannon', 'shadow-ball', 'sweet-kiss', 'swallow', 'shock-wave', 'charge-beam', 'expanding-force', 'nightmare'}",120,10,140,70,45,85,50,45
